product_type,sales_office,sales_volume,gross_sales,raw_materials,packaging,other_direct_cost,variable_manufacturing,fixed_manufacturing,warehouse,trans_primary,trans_delivery,month
PET CF,South,5390,28453,211249935,5137,798,763,2093,540,1066,928,11
PET CF,South,59,279,2330773,57,9,8,23,6,12,10,11
CAN CF,South,2048,12418,50574877,3355,132,221,659,84,21,0,11
CAN CF,South,21982,133318,531750585,36794,-1252,2654,7393,1890,262,3425,11
CAN CF,South,593,4265,14346416,993,-34,72,199,51,7,92,11
CAN CF,South,19,114,94265,47,-1,3,4,2,0,3,11
CAN CF,South,884,5362,22142344,1414,-50,138,343,84,6,138,11
CAN CF,South,621,4491,15488469,988,-36,102,244,60,4,97,11
CAN CF,South,14,85,360681,23,-1,2,6,1,0,2,11
PET CF,South,1389,6248,40111389,1315,87,192,554,130,323,0,11
PET CF,South,10114,45513,291285656,9644,97,1401,4073,936,35,1576,11
PET CF,South,851,4698,24495410,812,8,118,343,79,3,133,11
PET CF,South,288,1355,8305972,275,3,40,116,27,1,45,11
PET CF,South,2051,12759,115545474,2082,130,255,689,155,213,0,11
PET CF,South,26917,167485,1478151983,29260,5750,4665,12100,2347,393,4194,11
PET CF,South,967,8166,53092346,1051,9,167,434,84,14,151,11
PET CF,South,70,449,3839597,76,1,12,31,6,1,11,11
RGB CF,South,2780,5550,60407770,319,30,850,1950,263,7,990,11
RGB CF,South,36,81,773293,4,0,12,25,3,0,13,11
PMX,South,2,45,377807,3,0,0,2,0,1,0,11
PMX,South,97,1339,15345680,133,1,12,98,7,31,15,11
CAN CF,South,1623,9533,40743464,2625,14,238,627,169,2,253,11
CAN CF,South,15,81,383229,25,0,2,6,2,0,2,11
CAN CF,South,1755,8928,42419178,2944,120,215,592,149,248,0,11
CAN CF,South,165124,839983,4015800411,278865,1429,19635,55641,14934,513,25728,11
PET CF,South,1099,4947,32638520,1056,69,143,377,110,179,0,11
PET CF,South,23062,103779,667924331,22219,216,3168,9163,2126,512,3593,11
PET CF,South,2490,13117,72080966,2399,23,342,990,230,55,388,11
PET CF,South,309,1453,8957769,298,3,43,123,29,7,48,11
PET CF,South,1344,8359,75121075,1413,86,166,415,101,137,0,11
PET CF,South,33255,206912,1840297859,36575,3873,6175,17909,3043,153,5181,11
PET CF,South,1127,9517,62373880,1239,12,209,606,103,5,176,11
PET CF,South,69,444,3825667,76,1,13,37,6,0,11,11
RGB CF,South,8711,17387,191768416,987,91,2698,5936,834,23,3102,11
RGB CF,South,35,79,767920,4,0,11,24,3,0,13,11
CAN CF,South,3172,24172,93849491,5108,28,437,1355,311,331,494,11
CAN CF,South,128,844,3780613,206,1,18,55,13,13,20,11
CAN CF,South,6352,40761,183116297,10437,397,684,2030,257,66,0,11
CAN CF,South,128787,826485,3651671615,218208,1122,15524,43416,11553,350,20066,11
CAN CF,South,17,112,474288,29,0,2,6,2,0,3,11
PET CF,South,4314,28359,284171448,4588,277,549,1476,324,444,0,11
PET CF,South,70235,461721,4528575975,78764,7078,12814,37543,6738,161,10943,11
PET CF,South,1901,16054,122558949,2131,20,347,1015,182,4,296,11
PET CF,South,90,609,5804152,101,1,16,48,9,0,14,11
PMX,South,25,288,4591578,34,0,3,22,2,8,4,11
CAN CF,South,585,3754,20958903,922,38,64,182,23,6,0,11
CAN CF,South,5307,34057,188051965,8370,55,597,1777,219,820,827,11
CAN CF,South,1477,11793,52256382,2332,15,166,495,61,229,230,11
PET CF,South,694,3124,27849674,662,45,98,278,67,134,0,11
PET CF,South,4744,21349,193909748,4520,44,681,1953,444,7,739,11
PET CF,South,4126,21993,167884456,3939,39,584,1682,382,7,643,11
PET CF,South,76,358,3105958,73,1,11,31,7,0,12,11
CAN CF,Central,12035,72988,298025364,19819,-1625,1531,5664,1665,2183,2006,11
CAN CF,Central,3279,19885,83217060,5186,-442,587,1928,285,166,547,11
CAN CF,Central,72,523,1845536,114,-10,13,42,9,8,12,11
CAN CF,Central,115,616,2916677,182,-15,21,68,10,6,19,11
PET CF,Central,49,288,1428505,47,-1,7,20,5,19,8,11
PET CF,Central,97,464,2799714,93,-3,13,39,9,32,16,11
PET CF,Central,7726,48066,435639041,8511,-1061,1792,8204,1217,2333,1288,11
PET CF,Central,66,557,3726866,73,-9,15,68,7,9,11,11
PET CF,Central,2,10,89634,2,0,0,2,0,0,0,11
RGB CF,Central,3439,6865,77430510,382,-477,818,2662,307,244,887,11
PMX,Central,72,1098,11231058,104,-10,7,43,5,19,12,11
CAN CF,Central,836,4251,21695479,1386,-115,136,358,51,6,139,11
CAN CF,Central,72,425,1878366,118,-10,12,31,8,6,12,11
CAN CF,Central,56,266,1460275,93,-7,9,24,3,0,9,11
CAN CF,Central,34622,176119,869528680,57398,-4756,5514,16629,4128,3063,5772,11
PET CF,Central,30,175,865078,29,2,4,10,3,10,5,11
PET CF,Central,1,4,23363,1,0,0,0,0,0,0,11
PET CF,Central,5887,36627,332956127,6502,-808,1110,4997,860,1415,981,11
PET CF,Central,68,570,3827680,74,-9,13,59,7,6,11,11
PET CF,Central,2,10,90633,2,0,0,1,0,0,0,11
CAN CF,Central,2382,15285,74503021,3863,8,448,1251,353,231,397,11
CAN CF,Central,136,1084,4259614,225,0,26,71,14,5,23,11
CAN CF,Central,12,76,376077,19,0,2,6,1,0,2,11
CAN CF,Central,6694,42958,196947151,10776,23,733,3000,572,1289,1116,11
PET CF,Central,10926,71821,731633293,12065,-1493,1935,8072,1607,3968,1821,11
PET CF,Central,82,692,5492332,91,-11,15,63,9,14,14,11
PET CF,Central,1,5,53476,1,0,0,1,0,0,0,11
PMX,Central,21,237,3851391,29,24,2,16,2,7,3,11
CAN CF,Central,8164,52390,214131129,14479,-1109,1101,3631,632,1874,1361,11
CAN CF,Central,109,873,3694048,173,-14,13,43,7,21,18,11
PET CF,Central,7978,35900,302937390,7602,-1092,1117,2905,892,2429,1330,11
PET CF,Central,208,1223,7901964,198,-28,29,76,24,64,35,11
CAN CF,North,1029,5232,19332106,1793,40,86,390,99,-4,199,11
CAN CF,North,264,1651,4907733,443,10,29,119,22,0,51,11
CAN CF,North,181,931,3366584,304,7,20,82,15,0,35,11
CAN CF,North,1029,5232,18681480,1749,44,139,472,54,11,199,11
CAN CF,North,28,176,523039,47,1,4,13,1,0,5,11
CAN CF,North,35,187,-236034,87,1,7,23,3,1,7,11
CAN CF,North,369,2163,9361922,583,1647,66,217,32,70,71,11
PET CF,North,564,2097,14063586,541,29,103,266,35,4,109,11
PET CF,North,923,4521,23018602,886,31,168,436,57,7,178,11
PET CF,North,75,299,1863124,72,3,14,35,5,1,14,11
PET CF,North,3430,21338,191466854,3788,128,854,3769,207,49,662,11
PET CF,North,242,2043,13503164,267,11,60,266,15,3,47,11
PET CF,North,29,167,1614998,32,2,7,32,2,0,6,11
PMX,North,217,3374,33912827,315,123,21,131,14,3,42,11
CAN CF,North,1414,7195,31498816,2366,53,156,708,123,6,273,11
CAN CF,North,321,2008,7140927,536,12,35,160,28,1,62,11
CAN CF,North,11,59,250558,19,1,1,6,1,0,2,11
CAN CF,North,643,3270,13997994,1078,26,86,292,33,10,124,11
CAN CF,North,83,661,2522306,133,-22,11,51,6,0,16,11
CAN CF,North,4262,27353,124288974,6892,-1282,551,1940,242,64,823,11
CAN CF,North,1040,8300,30322384,1681,-313,134,473,59,16,201,11
CAN CF,North,193,1258,5623941,312,-58,25,88,11,3,37,11
PET CF,North,4455,29286,295839762,4957,129,1099,4316,276,141,860,11
PET CF,North,763,6449,50694047,849,23,188,740,47,24,147,11
PET CF,North,2,16,-1,0,1,0,0,0,0,0,11
PMX,North,7,106,1363950,11,43,1,5,1,0,1,11
CAN CF,North,4112,20917,76805460,6997,157,410,1754,442,-4,794,11
CAN CF,North,150,941,2795059,252,6,17,69,12,0,29,11
CAN CF,North,84,446,1571072,142,3,9,38,7,0,16,11
CAN CF,North,6172,31394,107834326,10632,261,842,2866,553,70,1192,11
CAN CF,North,78,488,1449562,132,3,10,35,4,1,15,11
CAN CF,North,56,297,152508,122,2,10,33,4,1,11,11
PET CF,North,3856,14332,96719277,3733,201,691,1746,315,26,744,11
PET CF,North,969,4745,24160522,930,32,177,458,60,7,187,11
PET CF,North,21,82,520874,20,2,4,10,1,0,4,11
PET CF,North,25223,156927,1397822255,27648,794,5328,22195,2515,368,4870,11
PET CF,North,144,1215,8030123,159,4,36,158,9,2,28,11
PET CF,North,416,2431,23238013,460,13,104,457,25,6,80,11
PMX,North,1,15,125603,1,1,0,0,0,0,0,11
PMX,North,166,2576,25999833,241,94,16,100,10,3,32,11
CAN CF,North,4622,23513,102862005,7728,175,514,2321,476,22,892,11
CAN CF,North,172,1077,3824340,287,6,19,87,15,1,33,11
CAN CF,North,36,191,805367,61,2,4,18,3,0,7,11
CAN CF,North,9515,48400,207170321,15953,353,1272,4328,867,144,1837,11
CAN CF,North,21,167,636699,33,-3,3,13,2,0,4,11
CAN CF,North,11,74,342837,18,-3,2,7,1,0,2,11
CAN CF,North,11975,76849,351625687,19341,-3595,1368,5447,1100,118,2312,11
CAN CF,North,438,3495,12707879,708,-132,57,203,25,6,85,11
CAN CF,North,105,680,3069730,170,-32,14,48,6,2,20,11
PET CF,North,16017,105292,1059185143,17730,455,3733,14637,1580,502,3092,11
PET CF,North,443,3740,29402544,493,13,109,429,27,14,85,11
PET CF,North,1,5,53362,1,3,0,1,0,0,0,11
PMX,North,24,264,4537184,36,143,3,16,2,1,5,11
CAN CF,South,3385,15098,64784046,5184,2879,436,1501,429,115,372,11
CAN CF,South,3775,19090,72268227,5781,3212,486,1675,486,130,415,11
CAN CF,South,809,3684,15488467,1239,689,104,359,103,27,89,11
CAN CF,South,8,41,153861,12,6,1,4,1,0,1,11
CAN CF,South,23,99,694049,36,144,5,19,3,1,2,11
CAN CF,South,3192,14238,61795223,4833,891,380,1340,200,195,550,11
CAN CF,South,958,4845,18204326,1465,268,120,415,53,46,165,11
CAN CF,South,121,526,2299061,186,34,15,53,7,6,21,11
CAN CF,South,125,559,2367293,192,106,16,54,7,1,0,11
CAN CF,South,1504,6710,29430576,2307,19,204,705,80,247,234,11
CAN CF,South,430,2174,8409957,660,5,58,202,23,70,67,11
CAN CF,South,23,100,440838,34,0,3,11,1,4,4,11
CAN CF,Central,567,2531,10983289,870,-76,78,256,37,127,95,11
CAN CF,Central,262,1325,5071178,402,-36,36,118,15,50,44,11
CAN CF,Central,69,284,1337732,106,-9,9,31,4,12,12,11
CAN CF,Central,2,7,49893,3,0,0,1,0,0,0,11
CAN CF,Central,4,21,124731,6,-1,1,3,0,1,1,11
CAN CF,North,497,2512,9403107,760,29,66,217,27,85,96,11
CAN CF,North,183,842,3469116,280,8,24,80,10,32,35,11
CAN CF,North,4,20,76077,6,0,1,2,0,1,1,11
CAN CF,North,40,179,760770,61,2,5,18,3,7,8,11
CAN CF,North,112,565,2114938,171,47,15,49,6,19,22,11
CAN CF,North,6,23,106508,9,0,1,2,0,1,1,11
PET CF,South,5294,23822,159672379,5254,342,870,2390,561,1375,582,11
PET CF,South,2003,11770,60420617,1988,129,329,904,212,518,220,11
PET CF,South,129,607,3902018,128,8,21,58,14,33,14,11
PET CF,South,389,2285,11760139,386,67,64,177,40,131,67,11
PET CF,South,264,1237,7988176,262,46,43,120,27,88,45,11
PET CF,South,752,3385,22700967,747,49,123,339,79,211,0,11
PET CF,South,4876,21942,147141285,4839,50,789,2198,363,2084,760,11
PET CF,South,423,2486,12779191,420,4,69,191,32,181,66,11
PET CF,South,68,321,2061143,68,1,11,31,5,29,11,11
PET CF,Central,95,427,2862124,94,-14,16,43,6,20,16,11
PET CF,Central,53,311,1614447,53,-7,9,24,4,12,9,11
PET CF,Central,61,287,1843402,61,-8,10,28,4,13,10,11
PET CF,North,2835,12757,85511228,2813,95,553,1362,163,93,547,11
PET CF,North,536,3149,16166666,532,18,105,257,31,18,103,11
PET CF,North,103,483,3102447,102,4,20,49,6,3,20,11
RGB CF,North,1768,3943,33967422,208,992,574,2174,104,37,766,11
RGB CF,North,91,224,1744638,11,52,30,112,5,2,39,11
PET CF,North,2083,9373,62744482,2069,69,363,950,184,55,402,11
PET CF,North,117,684,3514496,116,4,23,56,7,4,22,11
PET CF,North,140,657,4217393,139,5,27,67,8,5,27,11
RGB CF,North,1189,2653,22846283,140,667,355,1451,87,22,516,11
PET CF,South,43298,240584,1376360972,44122,2624,6916,18034,4335,2392,4762,11
PET CF,South,7678,64598,243917050,7833,464,1234,3248,766,422,844,11
PET CF,South,1401,8109,44512354,1428,85,225,590,141,78,154,11
PET CF,South,4,34,127690,4,0,1,2,0,0,0,11
PET CF,South,36972,195297,1050157967,40206,95491,4654,11033,4712,2341,4066,11
PET CF,South,7005,51258,202477395,7520,18093,870,2062,883,437,770,11
PET CF,South,1107,6089,31806639,1195,2861,138,327,142,69,122,11
PET CF,South,57859,321495,1837917268,64924,8569,7458,18241,4323,784,9964,11
PET CF,South,2101,17652,66740827,2341,312,273,677,157,27,362,11
PET CF,South,851,4914,27057170,950,124,111,274,63,11,147,11
PET CF,South,29624,156483,843816731,32278,4418,3741,8665,2169,242,5102,11
PET CF,South,1803,13193,51369511,1967,268,227,525,132,15,311,11
PET CF,South,1211,6708,34496084,1320,180,153,354,89,10,209,11
PET CF,South,2363,13128,75397168,2401,142,356,849,97,29,0,11
PET CF,South,14489,80511,460154375,15441,166,2315,7268,1152,1698,2258,11
PET CF,South,1485,12486,46911757,1578,17,239,752,118,182,231,11
PET CF,South,295,1697,9074000,330,3,67,222,23,95,46,11
PET CF,South,1678,8863,48155393,1802,4333,213,539,128,142,0,11
PET CF,South,24296,128342,693297407,24918,228,3439,8688,2162,727,3786,11
PET CF,South,1734,12672,49462468,1777,16,247,620,155,53,270,11
PET CF,South,318,1751,9061982,325,3,46,114,29,11,50,11
CAN CF,Central,4436,21870,94816165,7559,-216,669,2109,384,219,740,11
CAN CF,Central,1,4,17173,1,0,0,0,0,0,0,11
CAN CF,Central,192,919,4104393,327,-9,29,91,15,4,32,11
PET CF,Central,45019,250245,1409532933,48204,-6170,7790,57954,5063,4089,7505,11
PET CF,Central,2995,24918,93881793,3209,-411,519,3787,370,359,499,11
PET CF,Central,379,2160,11883395,407,-52,66,509,32,5,63,11
PET CF,Central,12461,65821,354673972,13095,-1709,2139,8948,1245,1508,2077,11
PET CF,Central,401,2934,11396138,420,-55,71,308,36,34,67,11
PET CF,Central,358,1992,10172254,375,-49,65,291,28,19,60,11
PET CF,Central,8,59,228076,8,-1,1,7,1,0,1,11
PET CF,North,5641,31346,179245525,6111,189,1459,7454,411,1618,1089,11
PET CF,North,1238,10414,39381084,1336,44,297,1471,89,298,239,11
PET CF,North,269,1548,8566677,291,9,65,320,19,65,52,11
PET CF,North,7348,38815,210177906,7755,240,1147,4361,557,2186,1419,11
PET CF,North,1225,8967,35052645,1293,41,191,727,93,365,237,11
PET CF,North,559,3101,15997790,590,18,87,332,42,166,108,11
PET CF,North,4629,25719,145039524,4951,172,1017,4961,471,1168,894,11
PET CF,North,353,2965,11187484,384,15,100,526,26,122,68,11
PET CF,North,114,663,3631246,123,4,27,136,8,27,22,11
PET CF,North,4976,26284,142090242,5242,165,796,3115,469,1425,961,11
PET CF,North,293,2145,8392021,310,10,46,174,22,87,57,11
PET CF,North,366,2022,10481318,387,11,57,217,28,109,71,11
PET CF,South,751,4940,57594071,0,-688,0,0,18,22,83,11
PET CF,South,52,343,3899744,0,-48,0,0,1,2,6,11
PET CF,South,288,1897,26099924,0,58,0,0,9,0,32,11
PET CF,South,39,259,3532834,0,13,0,0,0,3,7,11
PET CF,South,8,53,720986,0,2,0,0,0,1,1,11
PET CF,South,31,201,2755265,0,15,0,0,0,6,5,11
PET CF,South,21,137,1868292,0,0,0,0,0,-7,3,11
PET CF,South,18,122,1669194,0,0,0,0,0,-1,3,11
PET CF,Central,14,90,1234303,0,-2,0,0,0,3,2,11
PET CF,Central,4,26,360088,0,-1,0,0,0,1,1,11
PET CF,North,56,370,4964508,0,14,0,0,0,12,11,11
PET CF,North,13,85,1136060,0,5,0,0,0,3,2,11
PET CF,North,4,26,355019,0,3,0,0,0,1,1,11
PET CF,North,6,37,496451,0,2,0,0,0,1,1,11
PET CF,North,5,32,426024,0,2,0,0,0,1,1,11
Water,South,68650,188022,0,45467,4342,6581,17825,8192,3081,7550,11
Water,South,18397,64116,0,12210,1164,1749,4798,2268,740,2023,11
Water,South,12468,32081,0,8284,789,1186,3261,1474,519,1371,11
Water,South,16,56,0,11,2,2,4,2,1,2,11
Water,South,298168,898392,0,229734,19553,41665,106915,36084,16406,32790,11
Water,South,28116,112543,0,21668,1845,3900,10063,3417,1551,3092,11
Water,South,26953,84384,0,20621,1768,3816,9691,3282,1528,2964,11
Water,South,20,80,0,15,2,3,7,3,1,2,11
Water,South,288814,926772,0,250827,18292,42188,99971,29842,17838,31762,11
Water,South,27026,114002,0,23475,1711,3965,9355,2781,1660,2972,11
Water,South,77258,241827,0,68360,10719,10815,31963,9991,6042,8496,11
Water,South,29553,118280,0,26256,2102,4120,12224,3828,2299,3250,11
Water,South,2477,8213,0,2192,186,346,1032,326,199,272,11
Water,South,3,13,0,3,0,0,1,0,0,0,11
Water,South,52478,149897,0,63492,3319,15607,15991,4959,4101,5771,11
Water,South,35172,113544,0,42560,2225,10391,10762,3374,2806,3868,11
Water,South,1408,4147,0,1703,89,417,430,137,115,155,11
Water,South,3,10,0,4,0,1,1,0,0,0,11
Water,South,86294,236356,0,56830,12822,8211,22182,6526,154,14861,11
Water,South,8017,27929,0,5280,1192,763,2061,606,14,1381,11
Water,South,7853,19407,0,5172,1169,747,2019,594,14,1352,11
Water,South,186739,562675,0,144258,27791,20081,62733,14048,1236,32159,11
Water,South,5759,23039,0,4426,857,634,1964,430,40,992,11
Water,South,13388,41420,0,10286,1991,1477,4571,999,93,2306,11
Water,South,258518,829573,0,223599,38394,29426,89557,19772,16,44521,11
Water,South,5117,21583,0,4439,759,579,1757,395,-1,881,11
Water,South,161,547,0,139,23,18,56,12,0,28,11
Water,South,58229,182269,0,54182,9223,5874,16154,4522,1506,10028,11
Water,South,3540,14150,0,3216,633,358,957,268,102,610,11
Water,South,1820,5523,0,1653,271,184,492,138,52,313,11
Water,South,20604,58855,0,24929,3073,6122,6293,888,2339,3548,11
Water,South,5584,18027,0,6753,832,1673,1695,239,641,962,11
Water,South,529,1513,0,640,79,158,161,23,61,91,11
Water,South,5400,14802,0,3626,342,514,1449,400,283,0,11
Water,South,43124,118123,0,30385,912,6534,14201,3953,535,6719,11
Water,South,5896,20550,0,4138,125,916,1928,546,77,919,11
Water,South,3723,8522,0,2613,79,578,1218,345,48,580,11
Water,South,11427,34436,0,8732,749,2433,4391,486,122,0,11
Water,South,100667,303332,1,78219,2159,15996,33857,8827,3055,15685,11
Water,South,3189,12766,0,2483,69,515,1073,281,96,497,11
Water,South,7938,24863,0,6191,170,1309,2667,704,236,1237,11
Water,South,12938,41517,0,11501,820,3268,4350,501,138,0,11
Water,South,100482,322449,0,90202,2172,17555,35008,8988,2616,15656,11
Water,South,1932,8149,0,1734,42,337,674,172,50,301,11
Water,South,2829,8860,0,2482,307,452,901,139,25,0,11
Water,South,20892,65398,0,17949,2218,3311,6922,1998,300,3255,11
Water,South,2704,10813,0,2325,119,427,897,258,39,421,11
Water,South,37,123,0,32,1,6,12,4,1,6,11
Water,South,2604,7442,0,3151,165,888,733,104,27,0,11
Water,South,17172,49054,0,20634,376,5607,4900,688,7603,2676,11
Water,South,3206,10348,0,3881,70,1026,942,133,1372,499,11
Water,South,142,434,0,178,3,41,47,7,51,22,11
Water,Central,22141,60640,0,16455,248,3515,10680,2200,2123,3691,11
Water,Central,1041,3625,0,786,12,165,506,101,91,173,11
Water,Central,4014,9290,0,3036,45,637,1960,367,293,669,11
Water,Central,100624,299279,17,82128,1112,15805,55565,4667,2888,16775,11
Water,Central,1647,6578,0,1346,18,258,911,90,84,275,11
Water,Central,4965,14965,1,4046,55,779,2735,210,85,828,11
Water,Central,64,257,0,52,1,10,35,2,0,11,11
Water,Central,74413,238784,0,70490,793,12309,36968,6174,2840,12406,11
Water,Central,829,3498,0,786,9,137,412,68,24,138,11
Water,Central,31929,99941,531,29535,3686,4849,16057,2910,1779,5323,11
Water,Central,1123,4490,15,1036,12,170,560,94,29,187,11
Water,Central,1313,3575,14,1210,45,198,651,104,4,219,11
Water,Central,2,10,0,2,0,0,1,0,0,0,11
Water,Central,17560,50159,0,21094,191,2350,7920,1254,7621,2928,11
Water,Central,2566,8283,0,3080,28,344,1152,172,1063,428,11
Water,Central,502,1304,0,602,5,67,225,33,203,84,11
Water,North,7493,20522,0,5561,238,1029,3168,471,59,1447,11
Water,North,6689,23312,0,4977,206,926,2812,364,54,1291,11
Water,North,9043,22695,0,6729,277,1252,3802,491,72,1746,11
Water,North,5252,21020,0,4152,181,755,2234,317,34,1014,11
Water,North,11465,33939,0,9063,377,1647,4875,692,74,2214,11
Water,North,56734,175387,0,51910,1787,8914,25025,3511,494,10954,11
Water,North,5100,21512,0,4673,196,807,2244,282,46,985,11
Water,North,624,2000,0,571,20,99,274,34,6,120,11
Water,North,6966,21803,0,6392,240,877,2849,400,54,1345,11
Water,North,7161,28647,0,6571,142,902,2929,411,56,1383,11
Water,North,277,890,0,254,39,35,113,16,2,54,11
Water,North,16779,47927,0,19969,536,3174,9782,1069,101,3240,11
Water,North,13104,42304,0,15595,424,2479,7639,835,79,2530,11
Water,North,391,1194,0,466,13,74,228,25,2,76,11
Water,North,2,8,0,3,0,0,1,0,0,0,11
Water,North,31647,86678,0,23493,973,4326,13376,2830,241,6110,11
Water,North,3344,11646,0,2488,103,463,1406,182,27,646,11
Water,North,4610,11245,0,3430,141,638,1937,251,37,890,11
Water,North,2497,9985,0,1974,86,359,1062,151,16,482,11
Water,North,8068,24515,0,6377,260,1159,3431,487,52,1558,11
Water,North,147340,455484,0,134391,4550,22661,65302,13081,1141,28447,11
Water,North,1037,4376,0,951,38,164,456,57,9,200,11
Water,North,1338,4398,0,1226,42,212,588,74,12,258,11
Water,North,20808,65133,0,19055,4432,2600,8605,2092,139,4017,11
Water,North,800,3202,0,735,22,101,327,46,6,155,11
Water,North,39,129,0,37,25,5,16,3,0,8,11
Water,North,13857,39581,0,16389,488,2533,7879,1418,74,2675,11
Water,North,2228,7194,0,2652,71,422,1299,142,13,430,11
Water,North,248,758,0,296,8,47,145,16,1,48,11
CAN CF,South,119261,830634,4979340056,191208,7554,13831,39769,9121,4026,13115,11
CAN CF,South,1272,10746,53113575,2039,80,147,424,97,43,140,11
CAN CF,South,277,1984,11566145,443,17,32,91,22,10,30,11
CAN CF,South,11223,94734,467655358,17492,711,1412,4645,1277,397,1234,11
CAN CF,South,4,33,169747,6,0,1,3,1,10,0,11
CAN CF,South,2027,14516,84478783,3160,128,255,840,231,72,223,11
PET CF,South,438578,2883222,18233683910,387748,27911,66691,173321,43754,19153,48231,11
PET CF,South,14712,124278,610728616,13000,936,2189,5594,1579,709,1618,11
PET CF,South,3144,26555,117162853,3300,200,605,1734,594,446,346,11
PET CF,South,3456,23508,143678158,3058,220,524,1371,362,160,380,11
PET CF,South,458,3084,17009856,482,30,88,251,89,67,50,11
RGB CF,South,34201,120450,1037989670,3697,2178,14410,31271,3503,3676,5922,11
RGB CF,South,120,450,3634963,13,7,51,110,12,13,21,11
CAN CF,South,6519,38772,232266329,10165,408,751,1938,793,229,717,11
CAN CF,South,2635,19168,93856347,4109,165,304,782,322,92,290,11
CAN CF,South,132,959,4690841,206,7,15,42,26,6,14,11
CAN CF,South,176,1084,6266754,274,11,20,52,22,6,19,11
CAN CF,South,20,123,715068,31,2,2,6,4,1,2,11
PET CF,South,17864,109742,617721039,16153,1142,2548,7105,2463,2178,1965,11
PET CF,South,188,1155,6392305,177,11,26,75,43,30,21,11
PET CF,South,5579,40586,193094892,5045,357,795,2222,773,668,614,11
PET CF,South,104,760,3943277,104,7,13,39,9,1,11,11
PET CF,South,590,3694,20418048,533,38,84,235,82,70,65,11
PET CF,South,169,1070,5736686,159,11,24,68,39,27,19,11
PET CF,South,4764,29824,-28238306,8304,269,1292,3501,915,1123,524,11
PET CF,South,990,7788,38509940,868,57,135,366,96,118,109,11
